scoring_format,Rank,Player,Team,position,POS,PlayerTeam (Bye),Bye,ds_auction_value,market_auction_value,ds_adp,ds_proj,consensus_proj,floor_proj,ceiling_proj,injury_risk,sos
ppr,369,Jalen Royals,KC,WR,WR130,Jalen Royals KC(5),5,1.0,1.0,42.12,35,21.0,31.5,129.4,0%,-2.6%
ppr,370,Mason Taylor,NYJ,TE,TE44,Mason Taylor NYJ(13),13,1.0,1.0,16.1,39,51.0,37.0,91.4,0%,-1.5%
ppr,371,Jalen Tolbert,MIA,WR,WR131,Jalen Tolbert MIA(6),6,1.0,1.0,44.11,40,36.0,35.9,115.5,0%,-1.2%
ppr,372,Ja'Tavion Sanders,CAR,TE,TE45,Ja'Tavion Sanders CAR(5),5,1.0,4.0,27.12,38,27.0,35.6,91.0,0%,0.3%
ppr,373,Calvin Austin III,NYG,WR,WR132,Calvin Austin III NYG(8),8,1.0,1.0,61.12,37,30.0,35.1,118.1,0%,3.7%
ppr,374,Erick All,CIN,TE,TE46,Erick All CIN(6),6,1.0,1.0,27.08,37,22.0,31.5,92.7,0%,3.5%
ppr,375,Tyler Higbee,LAR,TE,TE47,Tyler Higbee LAR(11),11,1.0,1.0,27.01,36,38.0,32.3,95.1,0%,-2.2%
ppr,376,Noah Gray,KC,TE,TE48,Noah Gray KC(5),5,1.0,1.0,57.11,38,28.0,38.0,83.7,0%,1.9%
ppr,377,Theo Johnson,NYG,TE,TE49,Theo Johnson NYG(8),8,1.0,4.0,18.06,36,43.0,33.8,90.0,0%,3.2%
ppr,378,Noah Fant,NO,TE,TE50,Noah Fant NO(8),8,1.0,1.0,56.07,35,27.0,32.4,91.5,0%,-0.1%
ppr,379,Elic Ayomanor,TEN,WR,WR133,Elic Ayomanor TEN(9),9,1.0,1.0,23.04,36,39.0,33.9,114.2,0%,5%
ppr,380,Sterling Shepard,UNS,WR,WR134,Sterling Shepard UNS(18),18,1.0,1.0,43.04,42,1.0,35.5,100.4,0%,-
ppr,381,Tyler Lockett,UNS,WR,WR135,Tyler Lockett UNS(18),18,1.0,1.0,35.06,40,18.0,32.2,102.7,0%,-
ppr,382,Jimmy Horn Jr.,CAR,WR,WR136,Jimmy Horn Jr. CAR(5),5,1.0,1.0,28.01,35,9.0,33.3,112.1,0%,-1.3%
ppr,383,Jordan Whittington,LAR,WR,WR137,Jordan Whittington LAR(11),11,1.0,1.0,42.1,35,25.0,32.9,111.0,0%,-3.1%
ppr,384,Chimere Dike,TEN,WR,WR138,Chimere Dike TEN(9),9,1.0,1.0,18.05,35,41.0,31.9,111.0,0%,5%
ppr,385,Isaiah Bond,CLE,WR,WR139,Isaiah Bond CLE(11),11,1.0,1.0,63.08,36,10.0,32.3,107.7,0%,4.3%
ppr,386,Mitchell Evans,CAR,TE,TE51,Mitchell Evans CAR(5),5,1.0,1.0,57.07,31,21.0,29.6,88.1,0%,0.3%
ppr,387,Eli Raridon,NE,TE,TE52,Eli Raridon NE(11),11,1.0,1.0,,30,,25.9,91.3,0%,-3.5%
ppr,388,Oscar Delp,NO,TE,TE53,Oscar Delp NO(8),8,1.0,1.0,28.02,30,11.0,25.4,92.8,0%,-0.1%
ppr,389,DJ Rogers,DAL,TE,TE54,DJ Rogers DAL(14),14,1.0,1.0,,31,,26.3,86.7,0%,-2.5%
ppr,390,Austin Hooper,ATL,TE,TE55,Austin Hooper ATL(11),11,1.0,1.0,58.1,34,24.0,31.0,77.4,0%,4.8%
ppr,391,Justin Joly,DEN,TE,TE56,Justin Joly DEN(10),10,1.0,1.0,59.12,27,21.0,23.3,94.4,0%,-1%
ppr,392,Tez Johnson,TB,WR,WR140,Tez Johnson TB(10),10,1.0,1.0,29.04,28,23.0,27.1,110.1,0%,2.6%
ppr,393,Skyler Bell,BUF,WR,WR141,Skyler Bell BUF(7),7,1.0,1.0,17.05,28,26.0,25.8,109.4,0%,0.7%
ppr,394,Savion Williams,GB,WR,WR142,Savion Williams GB(11),11,1.0,1.0,40.03,31,23.0,28.2,100.4,0%,1.3%
ppr,395,Hunter Renfrow,UNS,WR,WR143,Hunter Renfrow UNS(18),18,1.0,1.0,36.01,33,0.0,26.1,97.9,0%,-
ppr,396,Kendrick Law,DET,WR,WR144,Kendrick Law DET(6),6,1.0,1.0,,29,,25.9,104.4,0%,-1%
ppr,397,Xavier Hutchinson,HOU,WR,WR145,Xavier Hutchinson HOU(8),8,1.0,1.0,34.05,27,34.0,26.3,107.4,0%,4.4%
ppr,398,Nate Boerkircher,JAC,TE,TE57,Nate Boerkircher JAC(7),7,1.0,1.0,,27,,23.0,85.1,0%,2.5%
ppr,399,Charlie Kolar,LAC,TE,TE58,Charlie Kolar LAC(7),7,1.0,1.0,58.04,34,24.0,28.6,67.3,0%,-2.6%
ppr,400,Van Jefferson,WAS,WR,WR146,Van Jefferson WAS(7),7,1.0,1.0,33.08,31,36.0,27.5,94.9,0%,-2.4%
ppr,401,Graham Gano,UNS,K,K31,Graham Gano UNS(18),18,1.0,1.0,71.01,118,64.0,114.0,156.3,0%,-
ppr,402,Tommy Tremble,CAR,TE,TE59,Tommy Tremble CAR(5),5,1.0,1.0,62.04,26,25.0,23.6,84.3,0%,0.3%
ppr,403,Luke Musgrave,GB,TE,TE60,Luke Musgrave GB(11),11,1.0,1.0,24.1,23,27.0,22.3,90.4,0%,-3.3%
ppr,404,Demarcus Robinson,SF,WR,WR147,Demarcus Robinson SF(8),8,1.0,1.0,36.08,31,28.0,26.7,91.2,0%,-3.2%
ppr,405,Cedric Tillman,CLE,WR,WR148,Cedric Tillman CLE(11),11,1.0,2.0,45.04,31,24.0,29.8,89.5,0%,4.3%
ppr,406,Chad Ryland,ARI,K,K32,Chad Ryland ARI(14),14,1.0,1.0,77.06,107,126.0,103.4,147.1,0%,1.9%
ppr,407,Elijah Higgins,ARI,TE,TE61,Elijah Higgins ARI(14),14,1.0,1.0,59.02,28,20.0,26.3,77.6,0%,-3.6%
ppr,408,Will Dissly,UNS,TE,TE62,Will Dissly UNS(18),18,1.0,1.0,55.08,27,16.0,24.8,80.1,0%,-
ppr,409,Cade Stover,HOU,TE,TE63,Cade Stover HOU(8),8,1.0,1.0,28.04,27,12.0,24.0,80.1,0%,0.5%
ppr,410,KeAndre Lambert-Smith,LAC,WR,WR149,KeAndre Lambert-Smith LAC(7),7,1.0,1.0,35.05,26,11.0,23.0,102.0,0%,-2.6%
ppr,411,Reggie Virgil,ARI,WR,WR150,Reggie Virgil ARI(14),14,1.0,1.0,39.05,26,4.0,22.3,98.5,0%,-0.8%
ppr,412,Daniel Bellinger,TEN,TE,TE64,Daniel Bellinger TEN(9),9,1.0,1.0,56.01,26,25.0,23.9,75.4,0%,4.1%
ppr,413,Dont'e Thornton Jr.,LVR,WR,WR151,Dont'e Thornton Jr. LVR(13),13,1.0,1.0,44.1,25,19.0,22.3,99.0,0%,-5%
ppr,414,Tanner Koziol,JAC,TE,TE65,Tanner Koziol JAC(7),7,1.0,1.0,,21,,18.2,87.8,0%,2.5%
ppr,415,Jackson Hawes,BUF,TE,TE66,Jackson Hawes BUF(7),7,1.0,1.0,58.11,19,20.0,16.8,93.5,0%,-1.4%
ppr,416,Roman Wilson,PIT,WR,WR152,Roman Wilson PIT(9),9,1.0,1.0,40.08,28,25.0,24.8,88.1,0%,-2.6%
ppr,417,Greg Dortch,DET,WR,WR153,Greg Dortch DET(6),6,1.0,1.0,33.03,27,8.0,25.3,87.0,0%,-1%
ppr,418,Jonathan Mingo,DAL,WR,WR154,Jonathan Mingo DAL(14),14,1.0,1.0,38.03,26,8.0,22.6,91.0,0%,-0.7%
ppr,419,Colbie Young,CIN,WR,WR155,Colbie Young CIN(6),6,1.0,1.0,40.06,24,15.0,20.2,95.2,0%,4%
ppr,420,Cyrus Allen,KC,WR,WR156,Cyrus Allen KC(5),5,1.0,1.0,62.08,22,10.0,18.7,99.1,0%,-2.6%
ppr,421,Tanner Hudson,CIN,TE,TE67,Tanner Hudson CIN(6),6,1.0,1.0,58.07,24,11.0,21.7,72.4,0%,3.5%
ppr,422,Devontez Walker,BAL,WR,WR157,Devontez Walker BAL(13),13,1.0,1.0,41.07,23,23.0,19.9,95.0,0%,-0.3%
ppr,423,Marlin Klein,HOU,TE,TE68,Marlin Klein HOU(8),8,1.0,1.0,,24,,20.9,71.4,0%,0.5%
ppr,424,Sam Roush,CHI,TE,TE69,Sam Roush CHI(10),10,1.0,1.0,60.06,23,8.0,20.6,71.7,0%,-3.6%
ppr,425,Ben Sinnott,WAS,TE,TE70,Ben Sinnott WAS(7),7,1.0,1.0,27.07,22,18.0,20.8,72.9,0%,-3%
ppr,426,Jordan Watkins,SF,WR,WR158,Jordan Watkins SF(8),8,1.0,1.0,39.09,20,3.0,18.1,96.6,0%,-3.2%
ppr,427,Luke Schoonmaker,DAL,TE,TE71,Luke Schoonmaker DAL(14),14,1.0,1.0,67.01,21,13.0,20.2,74.4,0%,-2.5%
ppr,428,Jake Tonges,SF,TE,TE72,Jake Tonges SF(8),8,1.0,1.0,,27,,24.0,57.4,0%,-3.6%
ppr,429,John Metchie,CAR,WR,WR159,John Metchie CAR(5),5,1.0,1.0,34.11,24,61.0,23.6,80.2,0%,-1.3%
ppr,430,Tai Felton,MIN,WR,WR160,Tai Felton MIN(6),6,1.0,1.0,30.06,25,9.0,24.0,75.8,0%,4.9%
ppr,431,Josh Oliver,MIN,TE,TE73,Josh Oliver MIN(6),6,1.0,1.0,66.02,20,30.0,19.3,71.2,0%,2%
ppr,432,Eric McAlister,RK,WR,WR161,Eric McAlister RK(18),18,1.0,1.0,60.02,18,19.0,16.5,91.8,0%,-
ppr,433,Mitchell Tinsley,CIN,WR,WR162,Mitchell Tinsley CIN(6),6,1.0,1.0,45.06,18,21.0,16.5,91.8,0%,4%
ppr,434,Adam Trautman,DEN,TE,TE74,Adam Trautman DEN(10),10,1.0,1.0,62.05,24,20.0,19.0,59.5,0%,-1%
ppr,435,Kevin Coleman Jr.,MIA,WR,WR163,Kevin Coleman Jr. MIA(6),6,1.0,1.0,32.06,20,11.0,17.7,82.8,0%,-1.2%
ppr,436,Josh Cameron,JAC,WR,WR164,Josh Cameron JAC(7),7,1.0,1.0,64.1,19,11.0,16.6,84.9,0%,4%
ppr,437,Tyler Conklin,DET,TE,TE75,Tyler Conklin DET(6),6,1.0,1.0,51.1,20,2.0,19.4,63.2,0%,-2%
ppr,438,Arian Smith,NYJ,WR,WR165,Arian Smith NYJ(13),13,1.0,1.0,44.01,17,4.0,15.7,87.5,0%,-1%
ppr,439,Davis Allen,LAR,TE,TE76,Davis Allen LAR(11),11,1.0,1.0,51.09,18,18.0,16.4,68.2,0%,-2.2%
ppr,440,Malik Benson,LVR,WR,WR166,Malik Benson LVR(13),13,1.0,1.0,,20,,16.9,79.8,0%,-5%
ppr,441,Matthew Hibner,BAL,TE,TE77,Matthew Hibner BAL(13),13,1.0,1.0,,17,,14.7,69.4,0%,3.6%
ppr,442,Brock Wright,DET,TE,TE78,Brock Wright DET(6),6,1.0,1.0,66.12,20,21.0,19.1,60.2,0%,-2%
ppr,443,Will Kacmarek,MIA,TE,TE79,Will Kacmarek MIA(6),6,1.0,1.0,,17,,16.3,67.0,0%,-3.2%
ppr,444,Derius Davis,LAC,WR,WR167,Derius Davis LAC(7),7,1.0,1.0,31.08,19,4.0,17.8,74.8,0%,-2.6%
ppr,445,Theo Wease Jr.,MIA,WR,WR168,Theo Wease Jr. MIA(6),6,1.0,1.0,41.11,16,70.0,13.9,81.6,0%,-1.2%
ppr,446,Konata Mumpfield,LAR,WR,WR169,Konata Mumpfield LAR(11),11,1.0,1.0,38.08,16,22.0,15.3,80.8,0%,-3.1%
ppr,447,Ja'Lynn Polk,NO,WR,WR170,Ja'Lynn Polk NO(8),8,1.0,1.0,37.05,19,0.0,15.0,74.8,0%,0.9%
ppr,448,Joe Royer,CLE,TE,TE80,Joe Royer CLE(11),11,1.0,1.0,60.08,16,20.0,13.9,65.4,0%,3.4%
ppr,449,Drew Sample,CIN,TE,TE81,Drew Sample CIN(6),6,1.0,1.0,66.05,16,19.0,15.0,63.2,0%,3.5%
ppr,450,Jalin Hyatt,NYG,WR,WR171,Jalin Hyatt NYG(8),8,1.0,1.0,27.09,14,0.0,13.0,79.5,0%,3.7%
ppr,451,K.J. Osborn,TEN,WR,WR172,K.J. Osborn TEN(9),9,1.0,1.0,38.07,22,0.0,17.7,60.5,0%,5%
ppr,452,Jacob Cowing,SF,WR,WR173,Jacob Cowing SF(8),8,1.0,1.0,31.02,15,0.0,14.7,72.8,0%,-3.2%
ppr,453,CJ Daniels,LAR,WR,WR174,CJ Daniels LAR(11),11,1.0,1.0,31.05,16,11.0,13.9,71.1,0%,-3.1%
ppr,454,John Bates,WAS,TE,TE82,John Bates WAS(7),7,1.0,1.0,55.11,14,19.0,12.7,60.6,0%,-3%
ppr,455,Riley Nowakowski,PIT,TE,TE83,Riley Nowakowski PIT(9),9,1.0,1.0,,13,,11.8,60.4,0%,3%
ppr,456,Josh Cuevas,BAL,TE,TE84,Josh Cuevas BAL(13),13,1.0,1.0,,13,,11.1,61.6,0%,3.6%
ppr,457,Malachi Corley,CLE,WR,WR175,Malachi Corley CLE(11),11,1.0,1.0,31.01,13,8.0,11.9,69.0,0%,4.3%
ppr,458,Devin Culp,TB,TE,TE85,Devin Culp TB(10),10,1.0,1.0,52.06,13,4.0,11.5,57.4,0%,-2.8%
ppr,459,Julian Hill,NE,TE,TE86,Julian Hill NE(11),11,1.0,1.0,59.01,15,10.0,14.2,50.9,0%,-3.5%
ppr,460,Kaden Wetjen,PIT,WR,WR176,Kaden Wetjen PIT(9),9,1.0,1.0,,18,,15.0,57.5,0%,-2.6%
ppr,461,Barion Brown,NO,WR,WR177,Barion Brown NO(8),8,1.0,1.0,31.1,14,20.0,13.0,65.0,0%,0.9%
ppr,462,Isaiah Williams,NYJ,WR,WR178,Isaiah Williams NYJ(13),13,1.0,1.0,40.02,14,13.0,13.6,64.3,0%,-1%
ppr,463,Casey Washington,ATL,WR,WR179,Casey Washington ATL(11),11,1.0,1.0,41.09,14,13.0,12.2,66.2,0%,0.4%
ppr,464,Jeff Caldwell,KC,WR,WR180,Jeff Caldwell KC(5),5,1.0,1.0,64.09,13,,10.8,68.2,0%,-2.6%
ppr,465,Luke Farrell,SF,TE,TE87,Luke Farrell SF(8),8,1.0,1.0,56.04,11,6.0,10.3,57.4,0%,-3.6%
ppr,466,Tim Patrick,NYJ,WR,WR181,Tim Patrick NYJ(13),13,1.0,1.0,39.02,18,8.0,15.7,53.0,0%,-1%
ppr,467,Hunter Long,JAC,TE,TE88,Hunter Long JAC(7),7,1.0,1.0,58.12,11,12.0,9.9,57.5,0%,2.5%
ppr,468,Xavier Restrepo,TEN,WR,WR182,Xavier Restrepo TEN(9),9,1.0,1.0,36.05,12,3.0,10.9,66.4,0%,5%
ppr,469,Deion Burks,IND,WR,WR183,Deion Burks IND(13),13,1.0,1.0,64.06,13,25.0,10.9,63.0,0%,-0.8%
ppr,470,Brevyn Spann-Ford,DAL,TE,TE89,Brevyn Spann-Ford DAL(14),14,1.0,1.0,66.07,11,8.0,10.8,54.7,0%,-2.5%
ppr,471,Will Mallory,IND,TE,TE90,Will Mallory IND(13),13,1.0,1.0,61.09,11,8.0,9.9,54.1,0%,1.5%
ppr,472,Jack Endries,CIN,TE,TE91,Jack Endries CIN(6),6,1.0,1.0,56.03,13,19.0,11.4,47.0,0%,3.5%
ppr,473,Bub Means,NO,WR,WR184,Bub Means NO(8),8,1.0,1.0,35.03,12,36.0,11.6,58.8,0%,0.9%
ppr,474,Dominic Lovett,DET,WR,WR185,Dominic Lovett DET(6),6,1.0,1.0,35.1,12,0.0,10.1,60.7,0%,-1%
ppr,475,Efton Chism,NE,WR,WR186,Efton Chism NE(11),11,1.0,1.0,,12,,11.3,59.5,0%,-2.5%
ppr,476,Michael Trigg,DAL,TE,TE92,Michael Trigg DAL(14),14,1.0,1.0,23.09,13,20.0,10.3,45.2,0%,-2.5%
ppr,477,David Sills V,TB,WR,WR187,David Sills V TB(10),10,1.0,1.0,,12,,11.0,57.8,0%,2.6%
ppr,478,Jared Wiley,KC,TE,TE93,Jared Wiley KC(5),5,1.0,1.0,67.08,11,7.0,10.2,48.2,0%,1.9%
ppr,479,Mecole Hardman,BUF,WR,WR188,Mecole Hardman BUF(7),7,1.0,1.0,29.09,11,0.0,9.0,56.1,0%,0.7%
ppr,480,Emmanuel Henderson Jr.,SEA,WR,WR189,Emmanuel Henderson Jr. SEA(11),11,1.0,1.0,,11,,9.5,56.1,0%,-0.1%
ppr,481,Tip Reiman,ARI,TE,TE94,Tip Reiman ARI(14),14,1.0,1.0,60.12,10,7.0,8.7,48.3,0%,-3.6%
ppr,482,Johnny Mundt,PHI,TE,TE95,Johnny Mundt PHI(10),10,1.0,1.0,61.1,13,2.0,10.7,40.3,0%,7.1%
ppr,483,Grant Calcaterra,PHI,TE,TE96,Grant Calcaterra PHI(10),10,1.0,1.0,50.11,14,10.0,12.4,35.3,0%,7.1%
ppr,484,Bauer Sharp,TB,TE,TE97,Bauer Sharp TB(10),10,1.0,1.0,,10,,8.8,44.4,0%,-2.8%
ppr,485,Thomas Fidone II,NYG,TE,TE98,Thomas Fidone II NYG(8),8,1.0,1.0,57.12,7,16.0,6.6,51.2,0%,3.2%
ppr,486,Charlie Jones,CIN,WR,WR190,Charlie Jones CIN(6),6,1.0,1.0,34.07,10,0.0,9.4,53.2,0%,4%
ppr,487,Mason Tipton,NO,WR,WR191,Mason Tipton NO(8),8,1.0,1.0,45.05,10,7.0,9.3,51.9,0%,0.9%
ppr,488,Johnny Wilson,PHI,WR,WR192,Johnny Wilson PHI(10),10,1.0,1.0,40.11,12,0.0,9.5,47.6,0%,6.6%
ppr,489,Jake Briningstool,KC,TE,TE99,Jake Briningstool KC(5),5,1.0,1.0,,7,,6.3,48.7,0%,1.9%
ppr,490,Payne Durham,TB,TE,TE100,Payne Durham TB(10),10,1.0,1.0,56.1,9,6.0,9.1,41.1,0%,-2.8%
ppr,491,Kevin Austin Jr.,NO,WR,WR193,Kevin Austin Jr. NO(8),8,1.0,1.0,62.01,12,20.0,10.4,45.1,0%,0.9%
ppr,492,Quez Watkins,PHI,WR,WR194,Quez Watkins PHI(10),10,1.0,1.0,39.06,10,13.0,8.5,50.2,0%,6.6%
ppr,493,Dallen Bentley,DEN,TE,TE101,Dallen Bentley DEN(10),10,1.0,1.0,,9,,7.9,40.2,0%,-1%
ppr,494,Seydou Traore,MIA,TE,TE102,Seydou Traore MIA(6),6,1.0,1.0,,8,,7.1,41.7,0%,-3.2%
ppr,495,Charlie Woerner,ATL,TE,TE103,Charlie Woerner ATL(11),11,1.0,1.0,66.11,9,7.0,8.4,37.4,0%,4.8%
ppr,496,Harrison Wallace III,ARI,WR,WR195,Harrison Wallace III ARI(14),14,1.0,1.0,,9,,7.8,47.7,0%,-0.8%
ppr,497,Darius Cooper,PHI,WR,WR196,Darius Cooper PHI(10),10,1.0,1.0,,11,,10.0,42.2,0%,6.6%
ppr,498,Jordan Hudson,DAL,WR,WR197,Jordan Hudson DAL(14),14,1.0,1.0,,9,,8.3,45.0,0%,-0.7%
ppr,499,Tahj Washington,MIA,WR,WR198,Tahj Washington MIA(6),6,1.0,1.0,39.08,9,0.0,7.7,46.8,0%,-1.2%
ppr,500,Anthony Smith,DAL,WR,WR199,Anthony Smith DAL(14),14,1.0,1.0,,9,,7.9,43.9,0%,-0.7%
ppr,501,Eric Rivers,TB,WR,WR200,Eric Rivers TB(10),10,1.0,1.0,36.06,9,18.0,7.7,44.2,0%,2.6%
ppr,502,Jeremy Ruckert,NYJ,TE,TE104,Jeremy Ruckert NYJ(13),13,1.0,1.0,60.01,9,8.0,8.9,32.7,0%,-1.5%
ppr,503,Anthony Gould,IND,WR,WR201,Anthony Gould IND(13),13,1.0,1.0,29.12,8,5.0,7.0,43.0,0%,-0.8%
ppr,504,RJ Maryland,GB,TE,TE105,RJ Maryland GB(11),11,1.0,1.0,,8,,6.5,34.4,0%,-3.3%
ppr,505,John Michael Gyllenborg,KC,TE,TE106,John Michael Gyllenborg KC(5),5,1.0,1.0,,8,,6.5,34.4,0%,1.9%
ppr,506,Lewis Bond,HOU,WR,WR202,Lewis Bond HOU(8),8,1.0,1.0,63.07,8,0.0,7.5,40.0,0%,4.4%
ppr,507,CJ Williams,JAC,WR,WR203,CJ Williams JAC(7),7,1.0,1.0,,9,,7.2,38.3,0%,4%
ppr,508,Mo Alie-Cox,IND,TE,TE107,Mo Alie-Cox IND(13),13,1.0,1.0,78.06,14,9.0,14.1,14.1,0%,1.5%
ppr,509,J. Michael Sturdivant,GB,WR,WR204,J. Michael Sturdivant GB(11),11,1.0,1.0,,8,,7.0,36.8,0%,1.3%
ppr,510,Carsen Ryan,CLE,TE,TE108,Carsen Ryan CLE(11),11,1.0,1.0,,7,,5.4,30.5,0%,3.4%
ppr,511,Jaren Kanak,TEN,TE,TE109,Jaren Kanak TEN(9),9,1.0,1.0,,7,,5.6,26.5,0%,4.1%
ppr,512,Andrew Ogletree,IND,TE,TE110,Andrew Ogletree IND(13),13,1.0,1.0,65.1,10,3.0,9.7,9.7,0%,1.5%
ppr,513,Aaron Anderson,CLE,WR,WR205,Aaron Anderson CLE(11),11,1.0,1.0,61.04,5,19.0,4.4,27.3,0%,4.3%
ppr,514,Vinny Anthony II,ATL,WR,WR206,Vinny Anthony II ATL(11),11,1.0,1.0,,5,,4.5,25.3,0%,0.4%
ppr,515,Durham Smythe,BAL,TE,TE111,Durham Smythe BAL(13),13,1.0,1.0,65.08,7,7.0,7.0,7.0,0%,3.6%
ppr,516,Spencer Shrader,IND,K,K33,Spencer Shrader IND(13),13,1.0,1.0,,72,5.0,70.6,97.2,0%,-2.2%
ppr,517,Joshua Karty,ARI,K,K34,Joshua Karty ARI(14),14,1.0,1.0,75.08,64,16.0,63.4,89.6,0%,1.9%
ppr,518,Blake Grupe,IND,K,K35,Blake Grupe IND(13),13,1.0,1.0,76.07,57,94.0,56.1,82.2,0%,-2.2%
ppr,519,J.J. McCarthy,MIN,QB,QB37,J.J. McCarthy MIN(6),6,1.0,2.0,25.11,33,26.0,31.9,130.0,0%,4%
ppr,520,Ty Simpson,LAR,QB,QB38,Ty Simpson LAR(11),11,1.0,1.0,25.07,30,21.0,26.9,98.8,0%,-0%
ppr,521,Cade Klubnik,NYJ,QB,QB39,Cade Klubnik NYJ(13),13,1.0,1.0,70.12,28,17.0,25.0,83.2,0%,-4.4%
ppr,522,Drew Allar,PIT,QB,QB40,Drew Allar PIT(9),9,1.0,1.0,79.01,14,22.0,13.0,44.9,0%,-2.1%
ppr,523,Taylen Green,CLE,QB,QB41,Taylen Green CLE(11),11,1.0,1.0,,14,,11.5,47.5,0%,5.4%
ppr,524,Dillon Gabriel,CLE,QB,QB42,Dillon Gabriel CLE(11),11,1.0,1.0,78.03,13,16.0,12.0,42.7,0%,5.4%
